Name,Median Gross Rent(monthly),Total Household Income(yearly),Total population,Transportation To Work,Wage,Health Insurance Coverage,Employment Status,Bedrooms,Total Contract Rent,Total Rent Asked,Total Gross Rent,Aggregate Gross Rent,Median Value,Total Price Asked,Selected Monthly Owner Costs,Monthly Housing Cost,state_id,county_id
NAME,B25031_001E,B19001_001E,B01003_001E,B08141_016E,B19052_002E,C27021_001E,B23025_001E,B25041_001E,B25056_001E,B25061_001E,B25063_001E,B25065_001E,B25077_001E,B25085_001E,B25094_001E,B25104_001E,state,county
"Valley County, Idaho",760,3461,10401,15,2008,10318,8695,12228,736,84,736,511200,283000,223,2725,3461,16,085
"Adams County, Idaho",619,1675,4019,0,952,3994,3387,2683,325,22,325,182600,173100,34,1350,1675,16,003
"Nez Perce County, Idaho",726,16302,40155,58,11357,39545,32420,17739,4804,391,4804,3485200,181200,249,11498,16302,16,069
"Kootenai County, Idaho",961,60497,153605,167,42523,152327,121743,69325,17862,710,17862,17162000,237400,987,42635,60497,16,055
"Lewis County, Idaho",602,1632,3845,9,949,3802,3057,1917,465,31,465,242300,123000,31,1167,1632,16,061
"Butte County, Idaho",661,1050,2602,8,644,2561,2076,1390,166,72,166,94100,117600,102,884,1050,16,023
"Twin Falls County, Idaho",777,30697,83666,103,23674,82733,62934,32855,9646,457,9646,7493300,160200,451,21051,30697,16,083
"Owyhee County, Idaho",704,4250,11455,13,3053,11334,8753,4877,1250,33,1250,611000,130300,54,3000,4250,16,073
"Boise County, Idaho",784,3110,7163,8,1943,7136,6106,5484,502,44,502,340100,199300,123,2608,3110,16,015
"Caribou County, Idaho",587,2618,6918,0,1851,6852,5094,3286,531,65,531,234300,137200,37,2087,2618,16,029
"Ada County, Idaho",950,168741,446052,880,128760,438804,350351,176693,53372,2261,53372,51597300,242300,2431,115369,168741,16,001
"Bannock County, Idaho",682,30841,85065,493,22896,84003,64963,34036,9797,926,9797,6794200,152500,601,21044,30841,16,005
"Bingham County, Idaho",634,14772,45551,373,10789,45264,32779,16614,3598,399,3598,2237500,152600,446,11174,14772,16,011
"Camas County, Idaho",663,357,886,0,203,886,681,777,89,15,89,53100,174200,0,268,357,16,025
"Canyon County, Idaho",846,70847,212230,218,53091,210745,156717,74650,22557,936,22557,18119000,159600,1291,48290,70847,16,027
"Jefferson County, Idaho",784,8647,27969,284,7191,27948,19525,9232,1758,116,1758,1219600,184100,212,6889,8647,16,051
"Latah County, Idaho",700,15530,39239,139,12334,39074,32698,16790,7298,319,7298,5476200,213600,103,8232,15530,16,057
"Payette County, Idaho",743,8768,23041,11,6235,22891,17452,9349,2400,89,2400,1669800,148400,111,6368,8768,16,075
"Benewah County, Idaho",663,3346,9086,20,2184,9002,7206,4703,899,24,899,574400,154000,271,2447,3346,16,009
"Clark County, Idaho",542,305,1077,0,249,1077,790,555,115,0,115,37700,92900,25,190,305,16,033
"Elmore County, Idaho",809,10285,26433,40,7778,23874,20375,12441,4313,343,4313,3275800,145600,104,5972,10285,16,039
"Fremont County, Idaho",774,4309,12965,62,3131,12395,9917,8896,806,198,806,624500,162400,235,3503,4309,16,043
"Shoshone County, Idaho",674,5540,12526,10,3474,12374,10352,7119,1657,137,1657,1024900,124600,162,3883,5540,16,079
"Idaho County, Idaho",675,6466,16337,28,3725,15744,13491,8761,1426,111,1426,784500,166100,261,5040,6466,16,049
"Hawaii County, Hawaii",1168,68412,197658,975,45411,196165,159370,87101,22645,3068,22645,24335400,333600,1987,45767,68412,15,001
"Maui County, Hawaii",1406,54274,165281,2063,41234,163725,132234,72570,21589,8839,21589,29988100,599500,728,32685,54274,15,009
"Kauai County, Hawaii",1333,22524,71377,304,16201,70640,57366,30793,8313,1630,8313,10436800,546000,454,14211,22524,15,007
"Kalawao County, Hawaii",863,47,75,0,39,70,71,92,45,9,45,20700,-666666666,0,2,47,15,005
"Jersey County, Illinois",610,8665,22069,0,6122,21704,18079,10125,1673,289,1673,987600,144800,252,6992,8665,17,083
"Putnam County, Illinois",684,2395,5746,0,1723,5738,4777,3147,466,18,466,268100,124500,74,1929,2395,17,155
"De Witt County, Illinois",587,6663,16042,9,4822,15766,13024,7569,1375,200,1375,724300,100900,78,5288,6663,17,039
"Fayette County, Illinois",605,7616,21724,38,4988,20025,17712,9315,1483,278,1483,764900,84700,315,6133,7616,17,051
"Lee County, Illinois",696,13699,34527,23,9468,31497,28503,15092,3724,278,3724,2598600,117600,311,9975,13699,17,103
"Logan County, Illinois",680,10872,29207,32,7623,25891,24259,12062,2963,213,2963,1991600,102900,194,7909,10872,17,107
"Macoupin County, Illinois",681,18772,45719,34,13141,45206,37154,21710,4451,346,4451,2935900,99600,396,14321,18772,17,117
"Richland County, Illinois",565,6482,15881,0,4393,15683,12683,7516,1833,228,1833,1001400,87700,145,4649,6482,17,159
"Saline County, Illinois",629,10002,24231,59,6330,23768,19586,11692,2762,190,2762,1482600,73100,249,7240,10002,17,165
"Washington County, Illinois",680,5975,14155,32,4286,13951,11410,6629,1275,17,1275,712900,109400,100,4700,5975,17,189
"Montgomery County, Illinois",619,11339,29009,49,7533,25787,23989,13111,2597,295,2597,1344700,82200,352,8742,11339,17,135
"Whiteside County, Illinois",679,23346,56396,35,16786,55523,45354,25836,5793,646,5793,3946300,103400,623,17553,23346,17,195
"Adams County, Illinois",670,27300,66427,173,19746,65175,53065,30202,7734,784,7734,5055200,126100,583,19566,27300,17,001
"Clinton County, Illinois",791,14190,37628,189,10399,35546,30668,15780,2995,164,2995,2466700,148100,158,11195,14190,17,027
"DeKalb County, Illinois",914,37703,104200,795,29979,103533,84076,41181,16225,987,16225,15490300,169800,427,21478,37703,17,037
"Edwards County, Illinois",484,2776,6507,2,2002,6478,5228,3194,488,21,488,220800,76500,76,2288,2776,17,047
"Jasper County, Illinois",562,3656,9598,0,2381,9535,7648,4333,643,27,643,402100,99400,36,3013,3656,17,079
"Jefferson County, Illinois",661,15223,38169,138,10566,35686,30543,16971,4158,229,4158,2555300,94400,172,11065,15223,17,081
"Will County, Illinois",1167,227848,688697,12889,186829,681426,533442,242568,43195,3896,43195,51253000,224800,3601,184653,227848,17,197
"Williamson County, Illinois",721,27089,67299,191,18290,65328,54017,31200,8160,952,8160,5598500,111800,557,18929,27089,17,199
"Douglas County, Illinois",688,7618,19714,0,5701,19555,15303,8442,2157,170,2157,1446800,106500,98,5461,7618,17,041
"Fulton County, Illinois",636,14090,35418,35,9421,32889,29199,16310,3265,378,3265,2047800,86700,350,10825,14090,17,057
"Greene County, Illinois",591,5005,13218,14,3264,12932,10840,6429,1047,183,1047,537300,77400,153,3958,5005,17,061
"Hardin County, Illinois",390,1438,4009,38,819,3921,3399,2162,283,39,283,84600,71500,59,1155,1438,17,069
"Henry County, Illinois",649,20023,49464,26,13618,48734,39649,22180,4449,374,4449,2701600,118800,366,15574,20023,17,073
"Knox County, Illinois",631,20830,50999,30,13497,48258,42036,23943,7203,350,7203,4346300,83100,378,13627,20830,17,095
"Lake County, Illinois",1168,244672,703619,15773,198010,687874,551056,263360,65199,4949,65199,79525300,259900,4019,179473,244672,17,097
"Massac County, Illinois",640,6011,14430,11,3609,14192,11555,7153,1484,0,1484,887100,83700,142,4527,6011,17,127
"Scott County, Illinois",543,1959,5047,20,1355,4995,4067,2464,427,61,427,208100,85000,72,1532,1959,17,171
"Cass County, Illinois",601,5024,12665,1,3736,12520,10007,5832,1273,195,1273,668400,78100,102,3751,5024,17,017
"LaSalle County, Illinois",756,44644,110401,87,32570,107246,89496,50129,12296,910,12296,9026800,126000,655,32348,44644,17,099
"Hancock County, Illinois",614,7420,18112,13,4973,17931,14781,9247,1373,368,1373,729500,86700,199,6047,7420,17,067
"Grundy County, Illinois",973,19398,50509,183,15384,50217,39016,20761,5599,163,5599,5377800,191300,162,13799,19398,17,063
"Kankakee County, Illinois",869,40050,111061,535,29495,108902,88188,45515,12731,1586,12731,11108500,144200,536,27319,40050,17,091
"DuPage County, Illinois",1280,341823,931743,34027,278251,925916,742562,359299,91688,5938,91688,120802000,299000,5757,250135,341823,17,043
"Sangamon County, Illinois",799,83661,197661,1374,61381,195600,158347,91420,26010,1767,26010,21132400,138100,1054,57651,83661,17,167
"Menard County, Illinois",749,5198,12367,4,3773,12209,9948,5718,1186,52,1186,841600,137400,83,4012,5198,17,129
"Stephenson County, Illinois",639,19609,45433,157,13879,44692,36751,21961,6141,529,6141,3929200,97000,400,13468,19609,17,177
"Cook County, Illinois",1091,1963070,5223719,472728,1509578,5177243,4192372,2188394,846311,63347,846311,985805600,237200,37796,1116759,1963070,17,031
"Ogle County, Illinois",743,20901,51328,59,15379,50831,41113,22660,5452,309,5452,3777800,143100,371,15449,20901,17,141
"Morgan County, Illinois",686,13864,34426,52,9946,32276,28668,15474,4459,226,4459,2919500,104800,186,9405,13864,17,137
"White County, Illinois",551,6082,14025,6,3985,13688,11254,7176,1344,155,1344,630600,69700,188,4738,6082,17,193
"Woodford County, Illinois",768,14566,38817,54,10832,38239,30489,15540,2630,162,2630,2004200,162700,217,11936,14566,17,203
"Henderson County, Illinois",533,2990,6884,10,2057,6823,5780,3865,557,20,557,281000,91300,100,2433,2990,17,071
"McHenry County, Illinois",1175,111812,307789,4246,90842,306531,243163,118132,23181,1293,23181,27506800,219600,1691,88631,111812,17,111
"McLean County, Illinois",830,66159,173219,1043,52105,172074,139889,72125,23719,3313,23719,21297300,166700,707,42440,66159,17,113
"Perry County, Illinois",522,8323,21384,54,5394,18758,17790,9583,2085,331,2085,978400,85400,111,6238,8323,17,145
"Pike County, Illinois",566,6527,15754,8,4343,15278,12592,7992,1421,137,1421,711100,78800,218,5106,6527,17,149
"Rock Island County, Illinois",733,60294,145275,994,43650,142656,116359,66116,18902,1898,18902,14070800,117000,988,41392,60294,17,161
"St. Clair County, Illinois",844,103063,263463,4351,75689,257597,208285,119795,36148,3687,36148,30579200,124700,2739,66915,103063,17,163
"Wabash County, Illinois",634,4896,11573,9,3240,11494,9292,5578,1159,64,1159,644500,80500,160,3737,4896,17,185
"Calhoun County, Illinois",606,1805,4858,25,1094,4777,3970,2882,289,67,289,119800,114300,79,1516,1805,17,013
"Cumberland County, Illinois",567,4322,10865,8,2983,10738,8665,4873,899,42,899,459600,100700,69,3423,4322,17,035
"Jo Daviess County, Illinois",639,9758,21834,81,6615,21672,18178,13696,2132,208,2132,1299600,144600,237,7626,9758,17,085
"Kane County, Illinois",1133,178050,530839,6558,144691,527595,408624,186759,47223,2008,47223,54489000,232000,2552,130827,178050,17,089
"Lawrence County, Illinois",621,6144,16189,0,4302,13825,13388,7093,1777,70,1777,949000,73800,111,4367,6144,17,101
"Brown County, Illinois",577,2087,6675,11,1412,4804,5736,2456,503,14,503,258600,89600,69,1584,2087,17,009
"Marshall County, Illinois",652,4893,11794,0,3293,11526,9733,5906,876,83,876,499300,104800,158,4017,4893,17,123
"Iroquois County, Illinois",665,11779,28169,7,8307,27740,22790,13492,2726,294,2726,1696300,99500,213,9053,11779,17,075
"Christian County, Illinois",661,13939,33231,70,9283,31546,27144,15616,3553,200,3553,2201400,90000,327,10386,13939,17,021
"Clay County, Illinois",578,5638,13338,0,3764,13170,10640,6428,1296,23,1296,635700,81700,221,4342,5638,17,025
"Gallatin County, Illinois",453,2314,5157,4,1455,5157,4209,2748,576,47,576,224700,75300,58,1738,2314,17,059
"Jackson County, Illinois",701,23728,58551,374,16681,57971,49055,28996,11404,2556,11404,7972500,106400,659,12324,23728,17,077
"Monroe County, Illinois",843,13349,33936,47,10166,33670,27189,14062,2072,73,2072,1780400,209100,277,11277,13349,17,133
"Peoria County, Illinois",778,73629,184463,1647,53491,182214,145286,83751,25715,3507,25715,20294800,129900,2109,47914,73629,17,143
"Union County, Illinois",570,6669,17127,0,4352,16974,13956,7999,1493,152,1493,727400,101500,136,5176,6669,17,181
"Winnebago County, Illinois",777,114608,286174,1531,84667,283046,226507,125772,39260,2966,39260,31074400,117000,1942,75348,114608,17,201
"Piatt County, Illinois",816,6700,16427,40,5110,16375,13213,7404,1222,153,1222,952500,130300,80,5478,6700,17,147
"Pulaski County, Illinois",501,2173,5611,5,1113,5606,4545,3167,547,66,547,243800,63600,48,1626,2173,17,153
"Schuyler County, Illinois",641,2836,7064,16,1844,6986,5893,3452,667,79,667,408100,85900,45,2169,2836,17,169
"Stark County, Illinois",596,2294,5500,16,1576,5398,4453,2652,453,42,453,228800,85400,43,1841,2294,17,175
"Edgar County, Illinois",605,7590,17539,17,5168,17253,14381,8816,1848,189,1848,1008700,80100,187,5742,7590,17,045
"Bond County, Illinois",625,6218,16712,12,4265,15475,13997,7228,1400,308,1400,838000,122500,167,4818,6218,17,005
"Boone County, Illinois",838,18731,53606,53,14437,53224,41526,20065,3784,218,3784,3306400,152600,345,14947,18731,17,007
"Bureau County, Illinois",668,13805,33381,79,9809,33010,26980,15705,3266,367,3266,2033400,109700,370,10539,13805,17,011
"Carroll County, Illinois",639,6476,14562,48,4286,14376,12057,8463,1539,129,1539,912400,101600,193,4937,6476,17,015
"Coles County, Illinois",671,21139,51736,87,15098,51044,43535,23526,8116,1062,8116,5529100,97600,277,13023,21139,17,029
"Crawford County, Illinois",633,7653,19088,17,5265,17011,15653,8683,1669,130,1669,1038400,87000,136,5984,7653,17,033
"Monroe County, Indiana",893,55537,145403,2404,43805,144362,124908,61144,25106,2278,25106,24020200,167900,592,30431,55537,18,105
"Fountain County, Indiana",656,7015,16486,53,5121,16319,13266,7892,1677,120,1677,1042000,94900,169,5338,7015,18,045
"Elkhart County, Indiana",777,72329,203604,248,57225,201065,153098,78804,22545,1743,22545,16956100,137900,1088,49784,72329,18,039
"Crawford County, Indiana",653,3915,10581,20,2420,10516,8543,5541,674,128,674,344200,89700,15,3241,3915,18,025
"Cass County, Indiana",654,14666,38084,76,10577,37266,30358,16401,3764,270,3764,2236000,85500,394,10902,14666,18,017
"Marion County, Indiana",862,369033,944523,8179,284289,934476,733798,422135,169854,18428,169854,151458200,129200,4940,199179,369033,18,097
"Clay County, Indiana",678,10510,26268,4,7821,25808,20823,11791,2427,74,2427,1462700,102000,304,8083,10510,18,021
"Hendricks County, Indiana",1051,58078,160940,66,47649,158221,124765,60730,12503,1054,12503,13228500,179600,506,45575,58078,18,063
"Franklin County, Indiana",741,8744,22842,32,6557,22736,18118,9725,1652,140,1652,1123000,151900,264,7092,8744,18,047
"Grant County, Indiana",682,26121,66944,61,17866,66092,54539,30467,8042,937,8042,5371300,89500,1022,18079,26121,18,053
"Jackson County, Indiana",741,16746,43938,90,12355,43271,34317,18975,4588,334,4588,3265200,116700,359,12158,16746,18,071
"Howard County, Indiana",699,34550,82387,181,23838,81417,66064,39188,10933,1296,10933,7650400,106300,859,23617,34550,18,067
"Owen County, Indiana",691,8695,20878,53,6069,20722,16946,10147,1846,109,1846,1103000,113500,358,6849,8695,18,119
"Randolph County, Indiana",645,10477,25076,42,7178,24721,20007,11698,2419,206,2419,1405700,79600,248,8058,10477,18,135
"Whitley County, Indiana",688,13548,33649,5,10308,33269,26736,14672,2282,73,2282,1528300,138700,185,11266,13548,18,183
"Brown County, Indiana",860,6093,15034,9,4266,14902,12713,8638,1002,90,1002,827700,186000,259,5091,6093,18,013
"Clinton County, Indiana",707,12007,32301,9,9071,31718,24742,13321,3406,206,3406,2329300,104000,286,8601,12007,18,023
"Union County, Indiana",815,2846,7153,0,1941,7096,5825,3252,824,115,824,644100,112100,46,2022,2846,18,161
"Lawrence County, Indiana",684,18487,45619,8,13045,44989,36711,21117,4143,404,4143,2473900,115700,602,14344,18487,18,093
"Daviess County, Indiana",677,11417,32937,46,8491,32466,24279,12551,3036,294,3036,1897700,121500,171,8381,11417,18,027
"Dearborn County, Indiana",737,18648,49501,91,14099,48964,39589,20422,3942,496,3942,2900100,165400,485,14706,18648,18,029
"Knox County, Indiana",651,14955,37409,48,10944,36596,30348,17060,5233,607,5233,3259200,88700,115,9722,14955,18,083
"Perry County, Indiana",564,7465,19141,7,5233,17521,15452,8671,1684,183,1684,892000,108800,109,5781,7465,18,123
"Pulaski County, Indiana",690,5200,12660,12,3785,12552,10112,6092,1196,46,1196,676100,98700,123,4004,5200,18,131
"Posey County, Indiana",708,10175,25589,9,7346,25346,20689,11480,1926,184,1926,1185200,141000,129,8249,10175,18,129
"Warren County, Indiana",736,3384,8247,16,2395,8161,6594,3732,546,64,546,312100,115400,33,2838,3384,18,171
"Vermillion County, Indiana",653,6616,15560,47,4486,15354,12541,7499,1795,46,1795,940400,77400,160,4821,6616,18,165
"Allen County, Indiana",744,143500,370016,1231,110764,366359,284667,156955,45551,4860,45551,34439600,123800,2111,97949,143500,18,003
"Decatur County, Indiana",796,10425,26552,58,7835,26218,20928,11380,3226,247,3226,2379900,124700,141,7199,10425,18,031
"Floyd County, Indiana",786,29356,76809,299,22501,75715,61143,32644,8091,1027,8091,5842300,165700,748,21265,29356,18,043
"Jennings County, Indiana",742,10659,27727,66,8151,27444,21970,12276,2634,159,2634,1842800,103900,130,8025,10659,18,079
"Johnson County, Indiana",927,55777,151564,288,43964,149631,117868,60206,15727,1105,15727,14649000,158200,1490,40050,55777,18,081
"Morgan County, Indiana",809,25926,69727,32,19729,68818,55617,28282,6176,626,6176,4754700,154300,394,19750,25926,18,109
"Gibson County, Indiana",670,13244,33596,19,9982,33008,26741,15049,3016,252,3016,1849000,110300,199,10228,13244,18,051
"Orange County, Indiana",613,7881,19547,0,5336,19287,15570,9216,1996,164,1996,1073300,92200,218,5885,7881,18,117
"Kosciusko County, Indiana",778,30676,78806,48,23551,78071,61734,38258,8113,466,8113,6136800,146000,1030,22563,30676,18,085
"Marshall County, Indiana",706,17245,46595,101,12541,46100,36171,20191,4276,285,4276,2777400,134500,470,12969,17245,18,099
"Vanderburgh County, Indiana",770,75197,181313,1139,56466,178985,146139,84033,26818,2713,26818,20512500,126400,1052,48379,75197,18,163
"Blackford County, Indiana",623,5225,12129,24,3564,11969,9878,6025,1263,129,1263,710600,71300,247,3962,5225,18,009
"Scott County, Indiana",783,9004,23743,0,6122,23341,18974,10580,2454,342,2454,1636800,99600,323,6550,9004,18,143
"Harrison County, Indiana",710,14584,39712,24,10839,39423,31793,16972,2547,136,2547,1606100,143500,407,12037,14584,18,061
"LaPorte County, Indiana",738,42904,110552,432,31426,102521,89337,49061,12080,772,12080,8751000,127700,821,30824,42904,18,091
"Wabash County, Indiana",693,12875,31631,86,9295,30632,25812,14188,3450,157,3450,2259500,97200,379,9425,12875,18,169
"Jasper County, Indiana",771,12539,33449,51,9437,33107,26504,13521,3053,221,3053,2134600,158300,178,9486,12539,18,073
