Median Gross Rent(monthly),Total Household Income(yearly),Total population,Transportation To Work,Wage,Health Insurance Coverage,Employment Status,Bedrooms,Total Contract Rent,Total Rent Asked,Total Gross Rent,Aggregate Gross Rent,Median Value,Total Price Asked,Selected Monthly Owner Costs,Monthly Housing Cost,Median Value 18,Value Increase Index(17-18)
852,185524,488694,5823,137059,485186,384877,211379,57038,5849,57038,45554000.0,140100,4703,128486,185524,152700,1.0
661,14993,38288,75,11435,37742,30401,16608,4251,390,4251,2750300.0,118400,306,10742,14993,159100,1.0
673,18205,47421,0,13785,46634,36823,20396,4662,253,4662,3019700.0,114500,415,13543,18205,196400,1.0
588,12453,35018,0,9221,34582,25140,13203,2962,316,2962,1603800.0,118900,192,9491,12453,131100,1.0
797,43657,114893,498,32735,113268,91602,49657,12500,2039,12500,9894400.0,131500,1189,31157,43657,127200,0.0
680,9410,23426,42,6267,23090,18880,10847,2937,359,2937,1905000.0,81400,377,6473,9410,174500,1.0
593,6926,17326,7,5289,17160,13683,8065,1231,109,1231,734200.0,126000,57,5695,6926,156100,1.0
661,6872,17945,1,4839,17790,14967,7605,2249,79,2249,1451000.0,114300,120,4623,6872,159000,1.0
489,2631,6405,13,1723,6303,5004,3189,509,65,509,214000.0,74700,32,2122,2631,207100,1.0
562,6037,13940,11,4346,13625,11106,7716,1420,209,1420,745600.0,122800,97,4617,6037,143700,1.0
727,89061,220008,793,70750,218065,173717,95706,22972,2818,22972,16999000.0,150600,1293,66089,89061,133200,0.0
748,67100,171493,626,50304,169756,134770,73504,20678,2613,20678,17177900.0,153200,1066,46422,67100,174500,1.0
939,31363,80864,73,26731,80343,60395,33265,7803,605,7803,7597500.0,218000,356,23560,31363,273000,1.0
617,6101,13944,150,4445,13733,11090,6661,1767,105,1767,1117500.0,108000,98,4334,6101,136800,1.0
608,10187,25646,9,7652,25398,20236,11132,1865,101,1865,1138500.0,147800,217,8322,10187,220200,1.0
614,6278,14822,16,4423,14554,11747,6758,1331,168,1331,844100.0,112100,62,4947,6278,257800,1.0
742,38076,96571,482,29972,95282,76878,40818,10600,792,10600,8438900.0,157200,297,27476,38076,202600,1.0
629,2997,6985,0,2149,6865,5627,3457,746,82,746,416400.0,100200,112,2251,2997,207900,1.0
653,6367,15201,0,4568,15004,12096,7189,1807,115,1807,1084700.0,98900,74,4560,6367,144900,1.0
553,3191,6972,1,2168,6815,5615,3758,789,135,789,387700.0,73400,68,2402,3191,827400,1.0
603,2694,6214,0,1866,6115,4922,3104,644,65,644,368800.0,76100,71,2050,2694,205800,1.0
594,5309,12497,14,3738,12359,9987,5938,1558,155,1558,1015100.0,94300,140,3751,5309,173700,1.0
502,2877,7308,11,1964,7249,5740,3648,462,71,462,215600.0,82700,187,2415,2877,254800,1.0
536,3179,7502,20,2252,7398,6092,3539,615,39,615,314600.0,98000,86,2564,3179,261500,1.0
561,2063,4986,0,1360,4785,3919,2613,518,22,518,242200.0,79600,20,1545,2063,154600,1.0
476,1654,3785,2,1141,3716,3087,2010,367,0,367,139800.0,84900,90,1287,1654,220200,1.0
549,3210,7192,7,2328,7051,5810,3690,750,132,750,375100.0,93200,88,2460,3210,226900,1.0
560,2679,5711,16,1801,5566,4710,3006,577,41,577,271400.0,68800,36,2102,2679,165700,1.0
557,5298,12140,20,3819,12004,9618,5702,1158,56,1158,753400.0,105100,39,4140,5298,168200,1.0
730,3870,9267,16,2986,9126,7273,4178,1226,63,1226,832600.0,105000,41,2644,3870,177500,1.0
658,3255,8834,2,2278,8723,6515,3605,611,77,611,330400.0,109100,51,2644,3255,162700,1.0
743,8039,17000,44,5829,16817,14192,13442,1939,173,1939,1398900.0,175900,119,6100,8039,151800,0.0
453,3043,6965,0,2210,6838,5536,3428,765,136,765,345900.0,91900,66,2278,3043,194100,1.0
929,57423,144425,4303,47667,142813,118086,60952,23391,1662,23391,23439200.0,210400,562,34032,57423,272600,1.0
650,4471,10223,12,3108,10102,8161,4892,1028,41,1028,580100.0,83700,72,3443,4471,169900,1.0
613,3347,7912,5,2357,7779,6182,3956,795,94,795,442900.0,99100,25,2552,3347,93500,0.0
672,6675,17236,6,4894,16862,13602,7771,1508,108,1508,726900.0,105300,266,5167,6675,95400,0.0
636,14531,35321,26,10310,34971,28168,16076,4118,636,4118,2425100.0,81000,287,10413,14531,100300,1.0
668,12113,34692,45,9683,34293,26174,12713,2425,187,2425,1529900.0,153800,174,9688,12113,98700,0.0
649,4232,10326,20,2951,10178,8196,4856,1158,131,1158,694400.0,87100,158,3074,4232,147300,1.0
541,4229,9814,16,2886,9051,7933,5047,970,153,970,488800.0,77800,75,3259,4229,108000,1.0
575,8675,20428,29,6232,20072,15879,9452,2158,258,2158,1144300.0,127400,128,6517,8675,96500,0.0
705,7546,18368,30,5747,18134,14655,8177,1566,105,1566,947300.0,143800,136,5980,7546,113500,0.0
673,19201,43134,141,13835,42521,35401,22325,5967,579,5967,4049900.0,121500,529,13234,19201,85700,0.0
556,6924,15904,12,4925,15687,12710,7542,1908,139,1908,1107500.0,102400,114,5016,6924,106200,0.0
605,3912,9046,10,2858,8932,7300,4544,1010,97,1010,476500.0,88900,88,2902,3912,92000,0.0
607,7183,17239,2,5077,16685,14005,8199,1700,165,1700,1013700.0,91300,261,5483,7183,177400,1.0
623,4364,11238,5,3256,11103,8940,5032,981,32,981,501500.0,104200,72,3383,4364,112400,1.0
675,3703,8600,0,2577,8464,6924,4219,851,32,851,517300.0,84900,59,2852,3703,99500,1.0
633,4489,11745,5,3462,11575,8763,4990,682,81,682,388800.0,125200,100,3807,4489,92200,0.0
549,4590,10545,13,3309,10321,8540,5188,1184,148,1184,672400.0,94400,144,3406,4590,121500,1.0
562,3823,9110,11,2787,8906,7299,4617,954,166,954,537000.0,98100,158,2869,3823,117300,1.0
612,5055,11772,25,3502,11554,9484,5571,1059,12,1059,589800.0,111700,130,3996,5055,134900,1.0
569,5407,12547,16,3458,12431,10061,6619,1296,275,1296,706300.0,78000,63,4111,5407,117400,1.0
673,7772,19865,0,5674,18717,15918,8328,2241,150,2241,1385900.0,107900,51,5531,7772,89400,0.0
524,6766,16231,14,5286,15965,12879,7293,1529,150,1529,789000.0,143900,95,5237,6766,75000,0.0
696,14533,36789,69,10718,35189,29496,16227,3817,415,3817,2695000.0,122800,274,10716,14533,97800,0.0
585,6405,15393,8,4486,14386,12746,7206,1686,119,1686,1017300.0,87600,175,4719,6405,137500,1.0
630,8123,20575,8,6125,20313,17198,8870,1778,50,1778,1232800.0,161500,111,6345,8123,104200,0.0
697,7571,18428,0,5564,18132,15214,9065,2284,111,2284,1519100.0,131100,287,5287,7571,88100,0.0
790,36926,93287,414,27893,92190,73577,39846,11725,638,11725,9071600.0,133500,521,25201,36926,131300,0.0
679,15541,40476,18,11314,39585,31422,16751,4639,120,4639,3070700.0,104600,321,10902,15541,110200,1.0
631,7625,17711,16,5314,17483,14279,9078,1857,152,1857,1118600.0,116500,136,5768,7625,88800,0.0
670,10998,26381,30,8588,25813,21294,11873,2695,194,2695,1807000.0,130500,132,8303,10998,139000,1.0
625,9445,24741,47,7072,24407,19994,10232,1755,132,1755,1115200.0,155100,183,7690,9445,101200,0.0
640,7561,20369,0,6065,20099,15679,8290,2556,193,2556,1586700.0,111100,175,5005,7561,89800,0.0
580,3883,9321,11,2833,9136,7218,4366,778,59,778,441900.0,107700,37,3105,3883,88800,0.0
662,4133,9661,6,3047,9396,7857,4798,933,38,933,674000.0,85700,121,3200,4133,92600,1.0
627,4393,10664,3,3148,10542,8539,5782,868,262,868,512400.0,112600,207,3525,4393,89700,0.0
579,4809,10971,28,3449,10814,8827,5337,1052,116,1052,570000.0,97600,173,3757,4809,105300,1.0
603,4221,9586,4,2973,9475,7573,4723,1100,94,1100,597900.0,93900,26,3121,4221,88000,0.0
831,6357,15720,14,5072,15538,12115,6811,1482,57,1482,1131700.0,160400,164,4875,6357,118500,0.0
654,13098,33127,64,9675,32880,26112,14110,3785,200,3785,2571600.0,146900,208,9313,13098,155700,1.0
749,8669,22095,32,6565,21773,17234,9629,2378,259,2378,1617200.0,140400,197,6291,8669,116000,0.0
624,5579,12864,0,3771,12684,10193,6504,1525,142,1525,914100.0,79200,132,4054,5579,90800,1.0
633,6053,13327,42,4371,13069,10678,6565,1855,96,1855,1074900.0,93600,101,4198,6053,114100,1.0
549,5227,11577,2,3744,11215,9359,5776,1246,56,1246,669400.0,89200,110,3981,5227,108500,1.0
618,6389,17131,2,4684,16939,13261,7011,1776,163,1776,888500.0,93400,122,4613,6389,96700,0.0
743,16772,39876,93,12068,39381,31760,18557,4677,471,4677,3281100.0,101400,342,12095,16772,101600,0.0
602,8315,20139,21,5830,19797,16360,9582,2015,180,2015,1150900.0,90800,243,6300,8315,85200,0.0
678,6068,14196,13,4551,13948,11370,6775,1399,82,1399,866300.0,107600,109,4669,6068,100200,0.0
636,6674,15166,54,4621,14920,12204,7508,1394,111,1394,861400.0,104300,103,5280,6674,90900,0.0
724,5601,14933,3,4171,14731,11821,6140,1194,117,1194,848700.0,157000,44,4407,5601,108400,0.0
572,4047,8865,0,2623,8635,7283,4742,1214,93,1214,657900.0,84300,120,2833,4047,91200,1.0
748,16414,42923,93,12901,42422,33275,18051,4522,665,4522,3092400.0,128100,277,11892,16414,89900,0.0
584,2617,6149,4,1897,6054,4851,2983,637,95,637,359400.0,89500,77,1980,2617,90300,0.0
858,181316,467235,3251,148291,462472,362001,193987,59660,4091,59660,53337200.0,165500,2739,121656,181316,91600,0.0
614,15067,36945,53,10496,35229,29884,17031,4872,393,4872,3023300.0,95300,420,10195,15067,97400,0.0
857,37106,95888,2519,30922,95168,81461,38783,17971,594,17971,16424600.0,172900,220,19135,37106,88900,0.0
723,38962,102397,434,30209,101406,78511,41915,13042,1022,13042,9268900.0,110700,525,25920,38962,119200,1.0
747,52811,132960,291,39290,131715,107149,57300,17954,1744,17954,14085800.0,139300,779,34857,52811,93200,0.0
634,5155,12354,6,3829,12198,9780,5564,1012,68,1012,638300.0,129900,54,4143,5155,103000,0.0
623,8395,19409,11,5823,19216,15713,9502,1893,182,1893,1114000.0,117000,211,6502,8395,107200,0.0
660,8264,20468,21,5995,19294,16520,8956,1998,69,1998,1251900.0,130700,197,6266,8264,165000,1.0
623,14204,34785,68,10060,33849,28106,16246,3549,379,3549,2217200.0,90200,220,10655,14204,97500,1.0
576,4302,10663,3,2881,10448,8402,4936,700,44,700,328200.0,112300,65,3602,4302,74600,0.0
664,4614,10239,19,3152,10042,8243,5231,1483,178,1483,922100.0,81800,144,3131,4614,75200,0.0
766,18621,48630,56,14680,48032,37784,19426,4281,104,4281,3608800.0,171400,97,14340,18621,90000,0.0
570,4372,9936,1,3131,9750,7984,5414,972,142,972,499800.0,88100,187,3400,4372,118600,1.0
613,8955,22301,39,6702,22072,17522,9839,2642,261,2642,1524600.0,110100,108,6313,8955,95500,0.0
628,10083,25027,0,7572,24731,19555,10734,2111,77,2111,1244800.0,150200,100,7972,10083,79500,0.0
668,8212,21101,24,6052,20844,16010,9074,1683,241,1683,984400.0,132500,102,6529,8212,136400,0.0
629,7264,16387,17,5283,16136,13041,8161,2237,55,2237,1391500.0,115700,152,5027,7264,66300,0.0
645,19877,47587,131,14405,47116,37974,21900,5118,543,5118,3193900.0,112400,399,14759,19877,152900,1.0
512,3172,8105,3,2201,7996,6591,3861,1066,105,1066,512200.0,76300,87,2106,3172,148200,1.0
464,1662,3693,0,1057,3631,3058,2250,373,23,373,135800.0,66200,47,1289,1662,87800,1.0
637,2628,7716,17,2124,7645,5511,2952,562,181,562,261600.0,102800,8,2066,2628,124100,1.0
657,5296,13322,10,3899,13185,10326,5835,1337,144,1337,952800.0,128100,25,3959,5296,161100,1.0
670,3148,7576,0,2225,7445,6065,3852,702,99,702,402300.0,92200,74,2446,3148,105300,1.0
777,1168,2790,0,854,2749,2226,1449,291,38,291,155600.0,83100,24,877,1168,101800,1.0
644,7980,20501,2,5310,20287,16111,9875,2005,638,2005,1103700.0,78400,228,5975,7980,85200,1.0
581,4123,10095,22,3053,9824,7788,4589,1054,127,1054,663800.0,116500,67,3069,4123,149100,1.0
779,8510,23188,1,6645,22632,17238,9297,1842,103,1842,1487800.0,169300,204,6668,8510,131000,0.0
817,59355,163227,742,45102,161957,122062,67730,25243,2270,25243,19793600.0,92800,984,34112,59355,102200,1.0
742,24358,66260,45,18823,63864,51212,26657,6452,625,6452,5350000.0,142400,487,17906,24358,113500,0.0
619,3406,8203,3,2557,7944,6514,4069,699,136,699,468800.0,100200,385,2707,3406,110100,1.0
524,1275,3121,11,932,3055,2506,1853,244,20,244,110100.0,68900,28,1031,1275,109900,1.0
739,22294,55334,170,16813,54446,43550,24350,7449,519,7449,5610400.0,125400,509,14845,22294,102700,0.0
672,9188,23336,24,6394,22853,18196,10930,2398,309,2398,1487500.0,86800,209,6790,9188,77200,0.0
587,1389,2899,0,1108,2819,2435,1694,294,22,294,141500.0,84400,46,1095,1389,88700,1.0
649,2732,6918,12,2009,6820,5424,3276,424,41,424,264200.0,111900,67,2308,2732,126600,1.0
626,3873,8858,10,2699,8727,7026,4657,1007,92,1007,603400.0,66700,47,2866,3873,93100,1.0
563,1523,3178,2,994,3169,2582,2020,281,75,281,113400.0,53200,45,1242,1523,112000,1.0
561,2725,6230,6,1923,6079,5049,3299,754,101,754,392500.0,85700,61,1971,2725,66400,0.0
610,1327,3001,3,877,2950,2419,1706,236,78,236,114000.0,70500,64,1091,1327,92900,1.0
497,1713,3684,1,1107,3583,2972,2185,482,35,482,207900.0,61300,40,1231,1713,77500,1.0
626,5967,16466,1,4251,16289,12925,6960,1784,90,1784,939000.0,92900,178,4183,5967,113800,1.0
594,5622,14757,9,3874,14482,11386,7149,1659,273,1659,942300.0,82600,91,3963,5622,100800,1.0
735,12648,37097,110,10713,36868,26762,13464,4793,255,4793,3351000.0,126200,123,7855,12648,127500,0.0
593,864,2621,0,666,2621,1921,1142,271,36,271,90300.0,86800,26,593,864,122500,1.0
594,1004,2524,0,713,2454,2036,1239,322,49,322,173000.0,133800,22,682,1004,115100,0.0
950,27233,79359,117,21398,72021,62465,29368,8701,600,8701,8894100.0,171000,472,18532,27233,180600,1.0
762,71601,178392,697,52058,175061,140187,79858,25190,4002,25190,20127200.0,127600,1127,46411,71601,107800,0.0
708,2729,5999,0,2050,5902,4688,3129,947,117,947,567600.0,86300,12,1782,2729,247900,1.0
554,798,2107,10,519,2079,1537,1078,175,47,175,52000.0,71900,26,623,798,82200,1.0
495,3259,7847,0,2584,7734,6273,3565,834,117,834,372000.0,114000,27,2425,3259,203500,1.0
620,1674,4295,0,1217,4171,3284,1983,471,50,471,204400.0,88700,39,1203,1674,239800,1.0
633,13619,33463,5,9272,32940,26280,16504,4060,309,4060,2344400.0,74000,534,9559,13619,179500,1.0
619,2325,5605,0,1648,5525,4553,3206,516,46,516,279900.0,95100,154,1809,2325,275000,1.0
709,3742,9670,1,2728,9440,7517,4490,1078,157,1078,730500.0,87600,53,2664,3742,131400,1.0
611,1170,2520,4,842,2481,2085,1446,301,10,301,111400.0,81700,20,869,1170,110200,1.0
526,2144,5148,0,1483,4949,4121,2768,430,22,430,211500.0,75400,77,1714,2144,143000,1.0
652,3206,7840,0,2116,7734,6063,3743,922,18,922,557300.0,88200,38,2284,3206,349300,1.0
655,912,2089,0,646,2031,1631,1154,280,51,280,126900.0,76400,58,632,912,236800,1.0
605,2500,6331,10,1754,5440,5335,3231,579,48,579,306300.0,88500,125,1921,2500,272300,1.0
1052,12923,35796,24,10980,29856,25523,15301,7879,1175,7879,8114300.0,141900,295,5044,12923,243000,1.0
664,2357,5746,4,1707,5595,4512,3182,634,290,634,371900.0,66700,32,1723,2357,149600,1.0
709,11339,34658,28,9265,34157,25123,12220,4246,306,4246,2981800.0,108400,94,7093,11339,183200,1.0
560,3161,6987,3,2180,6867,5707,3884,747,55,747,402500.0,90100,82,2414,3161,258100,1.0
643,13552,33302,97,10674,32903,26612,15267,5757,516,5757,3744000.0,98500,198,7795,13552,169300,1.0
537,4209,9859,36,2972,9699,7777,4890,1032,262,1032,529700.0,93400,56,3177,4209,344000,1.0
549,2590,6776,0,1849,5699,5697,3167,765,37,765,337500.0,75600,39,1825,2590,120200,1.0
573,5325,12752,54,3695,12546,10139,6309,1491,211,1491,767500.0,78600,183,3834,5325,184000,1.0
568,1248,2677,0,786,2642,2169,1510,251,22,251,98400.0,86600,26,997,1248,77700,0.0
517,726,1741,0,530,1663,1425,987,133,1,133,46900.0,73200,22,593,726,308000,1.0
677,13688,35732,0,9579,34525,28133,16115,4668,451,4668,3107500.0,85700,451,9020,13688,123000,1.0
491,1158,2581,0,675,2541,2114,1752,214,15,214,93200.0,48300,65,944,1158,314500,1.0
593,1193,2632,0,816,2584,2109,1373,271,27,271,115900.0,78900,30,922,1193,172700,1.0
754,9897,25599,66,7529,25420,20053,11213,2760,331,2760,2083800.0,121700,241,7137,9897,213100,1.0
689,13355,34683,0,9943,34049,27022,14695,3910,288,3910,2736500.0,120200,703,9445,13355,76000,0.0
610,786,1875,0,570,1840,1534,1008,218,74,218,82500.0,86700,20,568,786,242700,1.0
490,1388,2963,0,769,2932,2460,2033,275,24,275,103000.0,53700,20,1113,1388,127000,1.0
662,1242,3931,0,917,3868,2898,1563,272,108,272,139400.0,98200,63,970,1242,148500,1.0
548,3932,9868,4,2921,9661,7842,4582,1076,103,1076,549100.0,74800,132,2856,3932,77600,0.0
659,1804,4251,0,1293,4131,3319,2338,293,53,293,159900.0,61800,59,1511,1804,151100,1.0
706,12077,28792,10,9310,28121,22978,13049,3415,180,3415,2338000.0,140300,296,8662,12077,261300,1.0
633,6604,15894,3,4674,15683,12576,7553,1666,102,1666,1071700.0,107200,166,4938,6604,122000,1.0
692,494,1210,0,358,1180,959,625,174,10,174,92100.0,86100,8,320,494,82400,0.0
620,3592,8328,13,2704,8224,6765,4056,858,117,858,461800.0,111000,67,2734,3592,169800,1.0
702,14974,39099,26,10952,38465,31494,18055,6071,1262,6071,4073500.0,87300,244,8903,14974,63300,0.0
677,11647,28877,34,8908,28655,23265,13151,4433,381,4433,2967800.0,159400,289,7214,11647,121300,0.0
563,2772,6227,5,1796,6128,5097,4041,726,61,726,314700.0,61100,182,2046,2772,64500,1.0
612,8098,20553,24,5793,20228,16160,10082,2371,415,2371,1353400.0,74900,298,5727,8098,83600,1.0
653,4433,9602,12,2916,9541,7738,5558,1048,69,1048,656400.0,89400,100,3385,4433,97600,1.0
780,195072,510484,1231,149682,504644,390829,216296,70464,6289,70464,56607400.0,130900,3506,124608,195072,82800,0.0
722,7573,22948,55,6302,22750,16541,8203,2587,239,2587,1842300.0,98500,5,4986,7573,151700,1.0
543,2307,4705,0,1541,4610,3904,2888,560,34,560,282400.0,60500,281,1747,2307,101600,1.0
446,1239,2561,0,793,2532,2116,1486,238,19,238,101400.0,69600,33,1001,1239,81500,1.0
1020,224248,578797,976,184692,574871,449145,235821,69673,4238,69673,74752300.0,232500,1921,154575,224248,74400,0.0
869,44945,117806,1263,36833,117121,98041,49106,21744,1996,21744,20009800.0,188100,544,23201,44945,90200,0.0
545,1144,2497,0,784,2471,1944,1256,255,8,255,108400.0,101000,13,889,1144,110500,1.0
797,12771,32976,26,9590,32390,25732,13473,2809,97,2809,2287400.0,181100,218,9962,12771,94200,0.0
638,2141,6004,0,1682,5919,4442,2415,515,65,515,295100.0,117900,25,1626,2141,82300,0.0
478,594,1591,0,386,1571,1210,786,130,32,130,65900.0,88300,34,464,594,83800,0.0
600,1095,2665,12,723,2569,2137,1501,236,45,236,97600.0,85200,24,859,1095,106700,1.0
636,1958,5741,0,1495,5630,4157,2308,537,110,537,279200.0,110000,6,1421,1958,72800,0.0
448,2339,5572,4,1726,5435,4459,2943,460,65,460,185000.0,75300,240,1879,2339,119900,1.0
683,890,2157,0,681,2130,1654,1024,263,7,263,122000.0,84000,19,627,890,172000,1.0
575,1432,3425,0,877,3368,2793,2142,318,47,318,132700.0,63300,64,1114,1432,63000,0.0
585,1115,2931,0,805,2847,2304,1467,350,81,350,153200.0,97700,64,765,1115,98900,0.0
719,1906,5527,0,1383,4720,4557,2546,438,153,438,311100.0,73700,2,1468,1906,72700,0.0
698,25015,63360,88,18437,60842,50599,28441,7829,933,7829,5471300.0,96600,313,17186,25015,125000,1.0
626,11288,27067,97,8233,26652,21261,12698,3536,261,3536,2100100.0,87600,271,7752,11288,62800,0.0
616,3896,9191,15,2875,8951,7380,4637,1038,248,1038,569900.0,73200,371,2858,3896,93500,1.0
614,3065,7790,12,2195,7666,6410,3588,859,93,859,500600.0,95300,61,2206,3065,138400,1.0
501,1273,2946,0,974,2849,2349,1623,277,30,277,111200.0,61200,36,996,1273,68000,1.0
700,1330,4081,0,1012,4024,3028,1679,321,91,321,119200.0,102600,56,1009,1330,102400,0.0
551,828,1702,0,534,1694,1379,991,179,28,179,71800.0,76400,3,649,828,125600,1.0
574,1432,3119,0,942,3051,2545,1823,318,41,318,144100.0,69900,78,1114,1432,98300,1.0
830,2105,4981,0,1604,4884,3895,2239,537,0,537,378800.0,135900,0,1568,2105,143800,1.0
574,4857,12087,0,3358,11720,9809,5984,968,55,968,528600.0,81300,183,3889,4857,106700,1.0
601,6521,16209,10,4658,16001,12592,7748,1967,188,1967,1153200.0,77300,238,4554,6521,114900,1.0
580,3993,9736,3,2885,9664,7472,4742,1164,71,1164,608300.0,83900,75,2829,3993,148400,1.0
666,2437,5957,10,1749,5869,4776,2789,414,9,414,230900.0,98600,162,2023,2437,137000,1.0
545,2326,5446,0,1657,5345,4337,3072,507,100,507,256500.0,76900,12,1819,2326,98400,1.0
937,26686,75696,109,22393,68618,64005,30298,15402,2201,15402,14600700.0,189200,180,11284,26686,94600,0.0
562,1967,4905,0,1368,4864,3817,2792,601,148,601,267400.0,75600,35,1366,1967,113100,1.0
596,1439,2891,0,949,2808,2395,1800,407,35,407,209400.0,63400,73,1032,1439,144900,1.0
659,7781,19162,17,5583,18773,15063,9173,2109,283,2109,1324500.0,110700,428,5672,7781,98400,0.0
740,7681,18856,33,5787,18597,15037,8308,1396,54,1396,962800.0,135800,69,6285,7681,119300,0.0
622,7107,18630,0,4701,18424,14806,8246,2163,230,2163,1193400.0,132900,264,4944,7107,101800,0.0
